IP:PORT, LOSS, DELAY
162.159.195.134:943,30.00%,479 ms
162.159.192.141:5279,30.00%,479 ms
188.114.97.157:1070,30.00%,479 ms
162.159.195.254:8319,30.00%,479 ms
188.114.96.92:7559,30.00%,479 ms
162.159.192.57:988,30.00%,479 ms
188.114.98.134:891,30.00%,479 ms
162.159.195.220:1070,30.00%,479 ms
162.159.195.74:946,30.00%,480 ms
188.114.97.116:934,30.00%,480 ms
162.159.192.179:500,30.00%,480 ms
188.114.98.3:987,30.00%,480 ms
188.114.96.229:890,30.00%,480 ms
188.114.98.214:500,30.00%,480 ms
162.159.192.252:2371,30.00%,480 ms
188.114.98.122:5956,30.00%,480 ms
188.114.99.206:1701,30.00%,480 ms
162.159.195.223:1843,30.00%,480 ms
188.114.97.179:908,30.00%,481 ms
162.159.192.80:4198,30.00%,481 ms
162.159.195.176:934,30.00%,481 ms
188.114.99.26:1387,30.00%,481 ms
162.159.195.249:8319,30.00%,481 ms
188.114.98.81:8742,30.00%,481 ms
188.114.97.112:934,30.00%,481 ms
162.159.195.40:4198,30.00%,481 ms
162.159.195.92:1074,30.00%,481 ms
188.114.99.167:2506,30.00%,481 ms
188.114.97.65:4233,30.00%,481 ms
188.114.96.114:5279,30.00%,481 ms
188.114.98.247:987,30.00%,481 ms
188.114.96.80:934,30.00%,481 ms
188.114.99.34:3854,30.00%,482 ms
188.114.96.252:1014,30.00%,482 ms
188.114.99.108:7103,30.00%,482 ms
188.114.97.254:987,30.00%,482 ms
162.159.192.66:4198,30.00%,482 ms
162.159.195.202:878,30.00%,482 ms
162.159.195.106:903,30.00%,482 ms
188.114.97.132:2408,30.00%,482 ms
162.159.192.97:4198,30.00%,483 ms
188.114.98.86:8742,30.00%,483 ms
188.114.98.252:7152,30.00%,483 ms
162.159.192.224:934,30.00%,483 ms
188.114.96.232:4198,30.00%,483 ms
188.114.97.154:8854,30.00%,483 ms
188.114.99.101:8742,30.00%,483 ms
188.114.98.149:4233,30.00%,483 ms
162.159.195.123:8886,30.00%,483 ms
162.159.192.88:4198,30.00%,483 ms
162.159.192.88:988,30.00%,483 ms
162.159.195.150:2408,30.00%,483 ms
188.114.96.58:4177,30.00%,484 ms
188.114.98.34:4177,30.00%,484 ms
188.114.99.198:3138,30.00%,484 ms
162.159.192.201:1018,30.00%,484 ms
162.159.195.3:7156,30.00%,484 ms
162.159.195.65:1018,30.00%,485 ms
188.114.99.64:878,30.00%,485 ms
188.114.96.173:908,30.00%,485 ms
188.114.98.205:7103,30.00%,485 ms
188.114.96.180:7281,30.00%,485 ms
188.114.96.71:928,30.00%,485 ms
162.159.192.238:4500,30.00%,486 ms
188.114.97.186:2408,30.00%,486 ms
188.114.97.187:8319,30.00%,486 ms
188.114.96.226:4198,30.00%,486 ms
188.114.96.72:1070,30.00%,486 ms
188.114.96.177:7281,30.00%,486 ms
162.159.195.37:4198,30.00%,486 ms
188.114.99.52:878,30.00%,486 ms
162.159.195.26:3476,30.00%,486 ms
188.114.99.230:854,30.00%,487 ms
162.159.195.130:946,30.00%,487 ms
188.114.98.40:4177,30.00%,487 ms
188.114.98.181:1018,30.00%,487 ms
188.114.98.119:988,30.00%,487 ms
162.159.192.160:891,30.00%,487 ms
188.114.98.58:5279,30.00%,487 ms
162.159.195.129:946,30.00%,488 ms
188.114.99.85:3138,30.00%,488 ms
188.114.98.82:8742,30.00%,488 ms
188.114.97.119:934,30.00%,488 ms
188.114.96.168:908,30.00%,488 ms
188.114.99.200:3138,30.00%,488 ms
162.159.192.230:7152,30.00%,489 ms
188.114.96.192:928,30.00%,489 ms
188.114.98.217:500,30.00%,489 ms
162.159.195.14:8319,30.00%,489 ms
188.114.98.57:4233,30.00%,489 ms
162.159.192.110:1002,30.00%,490 ms
188.114.96.199:943,30.00%,490 ms
188.114.97.176:1387,30.00%,491 ms
162.159.192.206:1070,30.00%,491 ms
188.114.98.35:878,30.00%,491 ms
162.159.195.58:7156,30.00%,491 ms
162.159.195.157:7559,30.00%,491 ms
162.159.192.108:7559,30.00%,492 ms
188.114.97.239:2371,30.00%,492 ms
162.159.192.206:864,30.00%,492 ms
162.159.192.121:1010,30.00%,492 ms
188.114.98.164:8886,30.00%,492 ms
188.114.97.178:1387,30.00%,492 ms
188.114.99.223:854,30.00%,492 ms
188.114.97.205:903,30.00%,492 ms
162.159.192.164:946,30.00%,493 ms
188.114.99.253:878,30.00%,493 ms
188.114.96.39:943,30.00%,493 ms
188.114.96.104:859,30.00%,493 ms
188.114.98.44:1074,30.00%,493 ms
188.114.97.251:987,30.00%,493 ms
188.114.99.187:7103,30.00%,494 ms
162.159.195.99:903,30.00%,494 ms
188.114.96.112:859,30.00%,494 ms
162.159.192.185:500,30.00%,494 ms
162.159.195.71:946,30.00%,494 ms
162.159.195.129:8886,30.00%,494 ms
188.114.96.29:946,30.00%,494 ms
188.114.96.33:3138,30.00%,494 ms
188.114.97.138:928,30.00%,494 ms
188.114.99.155:1010,30.00%,494 ms
188.114.99.106:7103,30.00%,494 ms
162.159.192.236:7156,30.00%,495 ms
188.114.97.19:2371,30.00%,495 ms
188.114.99.168:8742,30.00%,495 ms
188.114.98.40:878,30.00%,495 ms
188.114.97.223:891,30.00%,495 ms
188.114.99.122:7152,30.00%,495 ms
162.159.192.136:880,30.00%,495 ms
162.159.192.53:988,30.00%,495 ms
188.114.99.45:943,30.00%,495 ms
188.114.96.63:928,30.00%,495 ms
162.159.195.212:1070,30.00%,495 ms
188.114.96.143:3854,30.00%,495 ms
188.114.96.48:1180,30.00%,495 ms
188.114.99.192:987,30.00%,495 ms
162.159.195.234:878,30.00%,495 ms
188.114.96.7:1018,30.00%,495 ms
188.114.98.133:891,30.00%,496 ms
188.114.99.183:987,30.00%,496 ms
188.114.98.78:878,30.00%,496 ms
188.114.97.88:3476,30.00%,496 ms
188.114.99.241:2408,30.00%,496 ms
188.114.96.95:7559,30.00%,496 ms
188.114.99.158:1010,30.00%,496 ms
162.159.195.222:1843,30.00%,496 ms
188.114.99.18:3476,30.00%,496 ms
188.114.96.152:3854,30.00%,496 ms
162.159.192.177:500,30.00%,496 ms
188.114.97.58:943,30.00%,496 ms
188.114.96.253:1014,30.00%,496 ms
188.114.97.134:2408,30.00%,496 ms
188.114.99.132:8742,30.00%,496 ms
188.114.96.152:500,30.00%,496 ms
188.114.96.113:859,30.00%,496 ms
188.114.97.64:8319,30.00%,496 ms
162.159.195.222:878,30.00%,496 ms
162.159.195.104:903,30.00%,496 ms
188.114.98.14:8886,30.00%,497 ms
188.114.96.116:859,30.00%,497 ms
188.114.96.106:5279,30.00%,497 ms
188.114.97.231:891,30.00%,497 ms
188.114.96.108:5279,30.00%,497 ms
162.159.192.223:7152,30.00%,497 ms
188.114.97.72:8319,30.00%,497 ms
162.159.195.20:7559,30.00%,497 ms
188.114.98.101:8886,30.00%,497 ms
162.159.192.172:946,30.00%,497 ms
188.114.98.58:4233,30.00%,497 ms
162.159.192.167:864,30.00%,497 ms
188.114.99.247:878,30.00%,497 ms
188.114.99.117:500,30.00%,497 ms
188.114.96.82:934,30.00%,497 ms
188.114.98.11:4198,30.00%,497 ms
162.159.195.231:1843,30.00%,497 ms
188.114.99.122:500,30.00%,497 ms
162.159.195.109:903,30.00%,497 ms
188.114.97.200:903,30.00%,497 ms
162.159.192.91:4198,30.00%,497 ms
188.114.98.47:7152,30.00%,497 ms
188.114.97.127:1070,30.00%,497 ms
188.114.96.177:908,30.00%,498 ms
162.159.192.178:1002,30.00%,498 ms
188.114.99.22:1387,30.00%,498 ms
188.114.96.131:1070,30.00%,498 ms
188.114.96.13:1018,30.00%,498 ms
188.114.96.150:500,30.00%,498 ms
188.114.97.244:2371,30.00%,498 ms
188.114.97.213:939,30.00%,498 ms
188.114.98.106:8886,30.00%,498 ms
188.114.96.215:3476,30.00%,498 ms
162.159.195.104:4198,30.00%,498 ms
162.159.195.215:1070,30.00%,498 ms
162.159.192.212:1070,30.00%,498 ms
162.159.195.67:7156,30.00%,498 ms
188.114.98.142:8742,30.00%,498 ms
162.159.195.224:1843,30.00%,498 ms
162.159.192.64:4198,30.00%,498 ms
188.114.96.141:3854,30.00%,499 ms
188.114.96.106:859,30.00%,499 ms
188.114.97.165:7152,30.00%,499 ms
188.114.97.127:2408,30.00%,499 ms
162.159.192.202:903,30.00%,499 ms
162.159.195.52:859,30.00%,499 ms
188.114.99.254:1018,30.00%,499 ms
188.114.97.91:3476,30.00%,499 ms
188.114.97.17:1002,30.00%,499 ms
188.114.96.235:4198,30.00%,500 ms
188.114.98.8:8886,30.00%,500 ms
188.114.98.184:8854,30.00%,500 ms
188.114.96.42:3138,30.00%,500 ms
188.114.99.159:4177,30.00%,501 ms
188.114.96.157:4198,30.00%,501 ms
162.159.192.86:4198,30.00%,501 ms
162.159.192.154:8854,30.00%,503 ms
188.114.96.85:894,30.00%,503 ms
188.114.96.33:943,30.00%,504 ms
162.159.192.248:2408,30.00%,504 ms
188.114.98.2:987,30.00%,504 ms
188.114.97.60:4177,30.00%,504 ms
188.114.98.176:8854,30.00%,505 ms
162.159.192.148:500,30.00%,505 ms
188.114.99.3:7152,30.00%,505 ms
188.114.98.116:7152,30.00%,505 ms
188.114.98.143:8742,30.00%,505 ms
162.159.192.253:1014,30.00%,506 ms
188.114.98.190:500,30.00%,506 ms
188.114.96.54:4177,30.00%,506 ms
188.114.97.102:1074,30.00%,506 ms
188.114.98.244:987,30.00%,506 ms
188.114.98.143:891,30.00%,506 ms
188.114.96.228:890,30.00%,507 ms
188.114.97.142:1070,30.00%,507 ms
188.114.99.172:2506,30.00%,507 ms
162.159.192.145:3138,30.00%,507 ms
188.114.99.107:8742,30.00%,507 ms
162.159.195.121:946,30.00%,507 ms
188.114.97.67:4233,30.00%,507 ms
188.114.96.143:500,30.00%,508 ms
188.114.97.32:2371,30.00%,508 ms
188.114.97.191:2408,30.00%,508 ms
188.114.97.5:987,30.00%,508 ms
188.114.99.123:500,30.00%,509 ms
188.114.96.124:7281,30.00%,509 ms
188.114.97.195:2408,30.00%,509 ms
188.114.98.73:1002,30.00%,509 ms
188.114.98.90:8742,30.00%,509 ms
188.114.96.10:1002,30.00%,509 ms
162.159.195.73:5279,30.00%,509 ms
162.159.192.166:864,30.00%,509 ms
188.114.96.209:942,30.00%,509 ms
162.159.192.63:988,30.00%,509 ms
188.114.98.232:908,30.00%,510 ms
188.114.99.176:8742,30.00%,510 ms
162.159.192.51:988,30.00%,510 ms
162.159.192.205:1070,30.00%,510 ms
188.114.96.124:943,30.00%,510 ms
188.114.97.87:908,30.00%,511 ms
188.114.98.19:955,30.00%,511 ms
188.114.96.91:7559,30.00%,511 ms
188.114.96.212:3476,30.00%,512 ms
188.114.99.55:878,30.00%,512 ms
188.114.96.111:859,30.00%,512 ms
188.114.99.14:1387,30.00%,512 ms
188.114.99.15:1387,30.00%,512 ms
188.114.98.128:987,30.00%,512 ms
188.114.99.185:7103,30.00%,512 ms
188.114.99.0:7152,30.00%,512 ms
162.159.192.76:988,30.00%,513 ms
188.114.97.115:934,30.00%,513 ms
188.114.96.107:859,30.00%,513 ms
162.159.192.62:988,30.00%,513 ms
162.159.192.76:4198,30.00%,513 ms
188.114.99.15:3476,30.00%,513 ms
188.114.96.107:5279,30.00%,513 ms
162.159.195.23:7559,30.00%,513 ms
188.114.98.225:908,30.00%,513 ms
188.114.97.197:903,30.00%,513 ms
188.114.98.249:987,30.00%,513 ms
188.114.97.226:1070,30.00%,514 ms
188.114.97.7:968,30.00%,514 ms
188.114.99.246:878,30.00%,514 ms
188.114.99.152:864,30.00%,514 ms
188.114.97.253:943,30.00%,514 ms
188.114.99.39:942,30.00%,515 ms
188.114.99.126:500,30.00%,515 ms
162.159.192.208:1070,30.00%,518 ms
188.114.99.190:7103,40.00%,535 ms
162.159.192.162:946,40.00%,543 ms
188.114.97.204:939,40.00%,544 ms
188.114.98.25:968,40.00%,545 ms
162.159.192.163:946,40.00%,545 ms
162.159.195.56:1018,40.00%,546 ms
188.114.97.204:903,40.00%,546 ms
188.114.96.47:4198,40.00%,547 ms
188.114.98.94:7156,40.00%,548 ms
188.114.98.88:7156,40.00%,549 ms
188.114.96.55:942,40.00%,549 ms
162.159.195.39:854,40.00%,550 ms
162.159.195.119:946,40.00%,551 ms
188.114.98.114:988,40.00%,552 ms
188.114.96.244:945,40.00%,552 ms
162.159.192.234:4500,40.00%,552 ms
162.159.192.165:946,40.00%,552 ms
162.159.192.77:4198,40.00%,553 ms
162.159.195.202:890,40.00%,553 ms
162.159.192.182:1002,40.00%,553 ms
162.159.195.247:1018,40.00%,553 ms
188.114.97.214:939,40.00%,554 ms
188.114.99.163:1010,40.00%,554 ms
188.114.99.24:1387,40.00%,554 ms
162.159.192.157:8854,40.00%,554 ms
162.159.195.98:1074,40.00%,555 ms
188.114.98.214:894,40.00%,556 ms
188.114.99.142:942,40.00%,556 ms
188.114.97.123:2408,40.00%,556 ms
188.114.98.87:7156,40.00%,556 ms
162.159.195.38:4198,40.00%,556 ms
162.159.192.221:7152,40.00%,556 ms
188.114.97.247:943,40.00%,556 ms
162.159.192.222:7152,40.00%,557 ms
188.114.98.193:500,40.00%,557 ms
188.114.99.135:942,40.00%,557 ms
162.159.195.92:3476,40.00%,557 ms
188.114.97.79:3476,40.00%,557 ms
162.159.192.226:934,40.00%,558 ms
162.159.192.184:1002,40.00%,558 ms
188.114.96.154:500,40.00%,558 ms
188.114.98.15:4198,40.00%,559 ms
162.159.195.69:946,40.00%,560 ms
162.159.195.130:8886,40.00%,560 ms
188.114.98.197:968,40.00%,561 ms
188.114.97.151:8854,40.00%,562 ms
162.159.195.127:8886,40.00%,562 ms
162.159.192.160:8854,40.00%,563 ms
188.114.97.35:2408,40.00%,563 ms
188.114.99.43:942,40.00%,564 ms
188.114.99.242:1018,40.00%,564 ms
188.114.99.51:878,40.00%,565 ms
188.114.99.60:878,40.00%,566 ms
188.114.96.74:7156,40.00%,566 ms
162.159.195.235:1843,40.00%,567 ms
162.159.195.143:1010,40.00%,567 ms
188.114.99.168:2506,40.00%,567 ms
162.159.195.242:1018,40.00%,567 ms
188.114.96.104:5279,40.00%,568 ms
162.159.192.84:4198,40.00%,568 ms
188.114.97.155:8854,40.00%,568 ms
162.159.195.139:2408,40.00%,568 ms
162.159.192.81:4198,40.00%,568 ms
188.114.99.203:3138,40.00%,568 ms
162.159.195.243:4198,40.00%,568 ms
188.114.99.76:3138,40.00%,569 ms
162.159.192.74:988,40.00%,569 ms
162.159.195.114:8886,40.00%,569 ms
162.159.192.195:942,40.00%,569 ms
188.114.97.154:1070,40.00%,569 ms
188.114.96.201:943,40.00%,569 ms
188.114.96.165:500,40.00%,569 ms
188.114.99.170:2506,40.00%,569 ms
188.114.99.29:1387,40.00%,570 ms
188.114.97.210:1387,40.00%,570 ms
188.114.96.253:3854,40.00%,570 ms
188.114.96.237:945,40.00%,570 ms
162.159.192.212:864,40.00%,571 ms
188.114.98.151:4233,40.00%,571 ms
188.114.97.100:1018,40.00%,573 ms
188.114.98.116:988,40.00%,573 ms
162.159.195.193:3138,40.00%,574 ms
162.159.195.142:1010,40.00%,574 ms
162.159.195.200:890,40.00%,576 ms
162.159.195.232:1843,40.00%,576 ms
188.114.98.50:1074,40.00%,577 ms
188.114.99.142:8742,40.00%,578 ms
162.159.195.20:3476,40.00%,578 ms
188.114.99.210:854,40.00%,579 ms
188.114.98.70:4233,40.00%,580 ms
188.114.99.171:2506,40.00%,582 ms
188.114.96.201:942,40.00%,582 ms
188.114.98.118:988,40.00%,583 ms
162.159.192.114:1002,40.00%,583 ms
162.159.192.62:4198,40.00%,583 ms
188.114.97.124:2408,40.00%,583 ms
188.114.98.74:1002,40.00%,584 ms
162.159.195.95:1074,40.00%,585 ms
162.159.192.208:864,40.00%,588 ms
188.114.96.61:4177,50.00%,628 ms
188.114.98.110:1002,50.00%,629 ms
188.114.98.112:7152,50.00%,630 ms
188.114.97.158:3854,50.00%,630 ms
188.114.99.47:943,50.00%,631 ms
188.114.98.180:1018,50.00%,632 ms
162.159.195.191:894,50.00%,633 ms
188.114.99.185:987,50.00%,634 ms
188.114.96.50:1180,50.00%,635 ms
188.114.97.29:1002,50.00%,636 ms
188.114.97.81:908,50.00%,639 ms
162.159.195.97:1074,50.00%,639 ms
188.114.96.32:3138,50.00%,640 ms
188.114.98.243:987,50.00%,640 ms
188.114.96.77:7156,50.00%,642 ms
162.159.192.70:988,50.00%,643 ms
188.114.98.99:8886,50.00%,650 ms
188.114.96.43:1180,50.00%,652 ms
162.159.192.173:946,50.00%,654 ms
162.159.192.215:1070,60.00%,701 ms
188.114.96.100:5279,60.00%,703 ms
188.114.97.66:4233,60.00%,713 ms
162.159.195.95:3476,60.00%,720 ms
188.114.96.230:4198,60.00%,722 ms
162.159.193.122:8319,100.00%,1000 ms
162.159.193.77:854,100.00%,1000 ms
162.159.193.78:890,100.00%,1000 ms
162.159.193.76:890,100.00%,1000 ms
162.159.193.75:890,100.00%,1000 ms
162.159.193.75:854,100.00%,1000 ms
162.159.193.76:854,100.00%,1000 ms
162.159.195.255:1010,100.00%,1000 ms
162.159.193.77:890,100.00%,1000 ms
162.159.193.78:854,100.00%,1000 ms
162.159.193.81:854,100.00%,1000 ms
162.159.193.80:854,100.00%,1000 ms
162.159.193.73:890,100.00%,1000 ms
162.159.193.74:854,100.00%,1000 ms
162.159.193.74:890,100.00%,1000 ms
162.159.193.79:854,100.00%,1000 ms
162.159.193.72:890,100.00%,1000 ms
162.159.193.80:890,100.00%,1000 ms
162.159.193.73:854,100.00%,1000 ms
162.159.193.79:890,100.00%,1000 ms
162.159.193.72:854,100.00%,1000 ms
162.159.193.70:890,100.00%,1000 ms
162.159.193.71:854,100.00%,1000 ms
162.159.193.82:3138,100.00%,1000 ms
162.159.193.71:890,100.00%,1000 ms
162.159.193.69:890,100.00%,1000 ms
162.159.193.70:854,100.00%,1000 ms
162.159.193.68:946,100.00%,1000 ms
162.159.193.69:854,100.00%,1000 ms
162.159.193.82:928,100.00%,1000 ms
162.159.193.68:3476,100.00%,1000 ms
162.159.193.81:890,100.00%,1000 ms
162.159.193.84:3138,100.00%,1000 ms
162.159.193.67:946,100.00%,1000 ms
162.159.193.67:3476,100.00%,1000 ms
162.159.193.66:946,100.00%,1000 ms
162.159.193.65:946,100.00%,1000 ms
162.159.193.64:3476,100.00%,1000 ms
162.159.193.66:3476,100.00%,1000 ms
162.159.193.65:3476,100.00%,1000 ms
162.159.193.64:946,100.00%,1000 ms
162.159.193.63:3476,100.00%,1000 ms
162.159.193.63:946,100.00%,1000 ms
162.159.195.255:8319,100.00%,1000 ms
162.159.193.84:928,100.00%,1000 ms
162.159.193.83:928,100.00%,1000 ms
162.159.193.83:3138,100.00%,1000 ms
162.159.193.62:3476,100.00%,1000 ms
162.159.193.85:3138,100.00%,1000 ms
188.114.96.0:8319,100.00%,1000 ms
162.159.193.62:946,100.00%,1000 ms
188.114.96.0:1010,100.00%,1000 ms
162.159.193.61:946,100.00%,1000 ms
162.159.193.61:3476,100.00%,1000 ms
162.159.193.86:3138,100.00%,1000 ms
162.159.193.60:946,100.00%,1000 ms
188.114.96.1:8319,100.00%,1000 ms
162.159.193.60:3476,100.00%,1000 ms
162.159.193.85:928,100.00%,1000 ms
162.159.193.59:946,100.00%,1000 ms
162.159.193.87:928,100.00%,1000 ms
162.159.193.59:3476,100.00%,1000 ms
162.159.193.57:3476,100.00%,1000 ms
162.159.193.86:928,100.00%,1000 ms
162.159.193.87:3138,100.00%,1000 ms
162.159.193.56:946,100.00%,1000 ms
162.159.193.88:928,100.00%,1000 ms
162.159.193.58:3476,100.00%,1000 ms
162.159.193.57:946,100.00%,1000 ms
162.159.193.58:946,100.00%,1000 ms
162.159.193.56:3476,100.00%,1000 ms
162.159.193.89:928,100.00%,1000 ms
162.159.193.89:3138,100.00%,1000 ms
162.159.193.55:946,100.00%,1000 ms
162.159.193.88:3138,100.00%,1000 ms
162.159.193.55:3476,100.00%,1000 ms
162.159.193.54:3476,100.00%,1000 ms
162.159.193.54:946,100.00%,1000 ms
162.159.193.53:500,100.00%,1000 ms
162.159.193.53:7156,100.00%,1000 ms
162.159.193.52:500,100.00%,1000 ms
162.159.193.52:7156,100.00%,1000 ms
162.159.193.90:928,100.00%,1000 ms
162.159.193.51:500,100.00%,1000 ms
162.159.193.50:7156,100.00%,1000 ms
162.159.193.51:7156,100.00%,1000 ms
162.159.193.90:3138,100.00%,1000 ms
162.159.193.50:500,100.00%,1000 ms
162.159.193.49:4500,100.00%,1000 ms
162.159.193.49:945,100.00%,1000 ms
162.159.193.48:943,100.00%,1000 ms
162.159.193.48:2506,100.00%,1000 ms
188.114.98.174:1018,100.00%,1000 ms
162.159.193.47:943,100.00%,1000 ms
162.159.193.91:3138,100.00%,1000 ms
188.114.98.174:8854,100.00%,1000 ms
162.159.193.91:928,100.00%,1000 ms
162.159.193.92:3138,100.00%,1000 ms
162.159.193.46:943,100.00%,1000 ms
162.159.193.92:928,100.00%,1000 ms
188.114.98.178:1018,100.00%,1000 ms
188.114.98.178:8854,100.00%,1000 ms
162.159.193.47:2506,100.00%,1000 ms
162.159.193.93:939,100.00%,1000 ms
162.159.193.46:2506,100.00%,1000 ms
162.159.193.45:943,100.00%,1000 ms
162.159.193.95:939,100.00%,1000 ms
162.159.193.94:3476,100.00%,1000 ms
162.159.193.45:2506,100.00%,1000 ms
162.159.193.44:943,100.00%,1000 ms
162.159.193.44:2506,100.00%,1000 ms
162.159.193.93:3476,100.00%,1000 ms
162.159.193.43:903,100.00%,1000 ms
162.159.193.43:864,100.00%,1000 ms
162.159.193.94:939,100.00%,1000 ms
162.159.193.42:903,100.00%,1000 ms
162.159.193.41:903,100.00%,1000 ms
162.159.193.42:864,100.00%,1000 ms
162.159.193.40:903,100.00%,1000 ms
162.159.193.95:3476,100.00%,1000 ms
162.159.193.41:864,100.00%,1000 ms
162.159.193.40:864,100.00%,1000 ms
162.159.193.96:939,100.00%,1000 ms
162.159.193.96:3476,100.00%,1000 ms
162.159.193.39:903,100.00%,1000 ms
162.159.193.97:939,100.00%,1000 ms
162.159.193.38:864,100.00%,1000 ms
162.159.193.38:903,100.00%,1000 ms
162.159.193.39:864,100.00%,1000 ms
162.159.193.37:903,100.00%,1000 ms
162.159.193.97:3476,100.00%,1000 ms
162.159.193.98:939,100.00%,1000 ms
162.159.193.36:903,100.00%,1000 ms
162.159.193.37:864,100.00%,1000 ms
162.159.193.35:903,100.00%,1000 ms
162.159.193.36:864,100.00%,1000 ms
162.159.193.98:3476,100.00%,1000 ms
162.159.193.35:864,100.00%,1000 ms
162.159.193.34:1002,100.00%,1000 ms
162.159.193.100:4198,100.00%,1000 ms
162.159.193.33:1002,100.00%,1000 ms
162.159.193.101:4233,100.00%,1000 ms
162.159.193.34:955,100.00%,1000 ms
162.159.193.33:955,100.00%,1000 ms
162.159.193.31:955,100.00%,1000 ms
162.159.193.32:1002,100.00%,1000 ms
162.159.193.32:955,100.00%,1000 ms
162.159.193.29:1002,100.00%,1000 ms
162.159.193.30:955,100.00%,1000 ms
162.159.193.29:955,100.00%,1000 ms
162.159.193.30:1002,100.00%,1000 ms
162.159.193.31:1002,100.00%,1000 ms
162.159.193.27:955,100.00%,1000 ms
162.159.193.99:4500,100.00%,1000 ms
162.159.193.101:4198,100.00%,1000 ms
162.159.193.28:1002,100.00%,1000 ms
162.159.193.28:955,100.00%,1000 ms
188.114.96.1:1010,100.00%,1000 ms
162.159.193.99:1843,100.00%,1000 ms
162.159.193.100:4233,100.00%,1000 ms
162.159.193.102:4198,100.00%,1000 ms
162.159.193.102:4233,100.00%,1000 ms
162.159.193.26:955,100.00%,1000 ms
162.159.193.103:4233,100.00%,1000 ms
162.159.193.103:4198,100.00%,1000 ms
162.159.193.104:4198,100.00%,1000 ms
162.159.193.104:4233,100.00%,1000 ms
162.159.193.27:1002,100.00%,1000 ms
162.159.193.109:4233,100.00%,1000 ms
162.159.193.107:4198,100.00%,1000 ms
162.159.193.26:1002,100.00%,1000 ms
162.159.193.25:1002,100.00%,1000 ms
162.159.193.25:955,100.00%,1000 ms
162.159.193.24:955,100.00%,1000 ms
162.159.193.106:4198,100.00%,1000 ms
162.159.193.105:4233,100.00%,1000 ms
162.159.193.107:4233,100.00%,1000 ms
188.114.96.2:8319,100.00%,1000 ms
162.159.193.108:4198,100.00%,1000 ms
162.159.193.108:4233,100.00%,1000 ms
162.159.193.23:955,100.00%,1000 ms
162.159.193.24:1002,100.00%,1000 ms
162.159.193.22:955,100.00%,1000 ms
162.159.193.23:1002,100.00%,1000 ms
162.159.193.21:955,100.00%,1000 ms
162.159.193.22:1002,100.00%,1000 ms
162.159.193.105:4198,100.00%,1000 ms
162.159.193.20:864,100.00%,1000 ms
162.159.193.21:1002,100.00%,1000 ms
162.159.193.19:864,100.00%,1000 ms
162.159.193.20:1018,100.00%,1000 ms
162.159.193.19:1018,100.00%,1000 ms
162.159.193.18:864,100.00%,1000 ms
162.159.193.17:864,100.00%,1000 ms
162.159.193.17:1018,100.00%,1000 ms
162.159.193.18:1018,100.00%,1000 ms
162.159.193.15:864,100.00%,1000 ms
162.159.193.14:864,100.00%,1000 ms
162.159.193.14:1018,100.00%,1000 ms
162.159.193.109:4198,100.00%,1000 ms
162.159.193.16:1018,100.00%,1000 ms
162.159.193.110:4198,100.00%,1000 ms
162.159.193.15:1018,100.00%,1000 ms
162.159.193.106:4233,100.00%,1000 ms
162.159.193.16:864,100.00%,1000 ms
162.159.193.13:864,100.00%,1000 ms
162.159.193.110:4233,100.00%,1000 ms
162.159.193.13:1018,100.00%,1000 ms
162.159.193.12:1018,100.00%,1000 ms
162.159.193.12:864,100.00%,1000 ms
162.159.193.11:864,100.00%,1000 ms
162.159.193.11:1018,100.00%,1000 ms
162.159.193.10:1018,100.00%,1000 ms
162.159.193.10:864,100.00%,1000 ms
162.159.193.6:1018,100.00%,1000 ms
162.159.193.9:864,100.00%,1000 ms
162.159.193.8:1018,100.00%,1000 ms
162.159.193.6:864,100.00%,1000 ms
162.159.193.7:864,100.00%,1000 ms
162.159.193.5:1014,100.00%,1000 ms
162.159.193.9:1018,100.00%,1000 ms
162.159.193.7:1018,100.00%,1000 ms
162.159.193.111:4198,100.00%,1000 ms
162.159.193.8:864,100.00%,1000 ms
162.159.193.5:2371,100.00%,1000 ms
162.159.193.3:1014,100.00%,1000 ms
162.159.193.4:2371,100.00%,1000 ms
162.159.193.4:1014,100.00%,1000 ms
162.159.193.2:1014,100.00%,1000 ms
162.159.193.2:2371,100.00%,1000 ms
162.159.193.3:2371,100.00%,1000 ms
162.159.193.111:4233,100.00%,1000 ms
188.114.96.2:1010,100.00%,1000 ms
188.114.96.3:1002,100.00%,1000 ms
162.159.193.1:1014,100.00%,1000 ms
162.159.193.1:2371,100.00%,1000 ms
162.159.193.112:4233,100.00%,1000 ms
162.159.193.0:1014,100.00%,1000 ms
162.159.193.0:2371,100.00%,1000 ms
162.159.192.255:2371,100.00%,1000 ms
162.159.192.255:1014,100.00%,1000 ms
162.159.193.113:4233,100.00%,1000 ms
162.159.193.112:4198,100.00%,1000 ms
162.159.193.113:4198,100.00%,1000 ms
162.159.193.115:4198,100.00%,1000 ms
162.159.193.115:4233,100.00%,1000 ms
162.159.193.116:4233,100.00%,1000 ms
162.159.193.114:4198,100.00%,1000 ms
162.159.193.114:4233,100.00%,1000 ms
162.159.193.116:4198,100.00%,1000 ms
188.114.96.3:1018,100.00%,1000 ms
188.114.96.4:1002,100.00%,1000 ms
162.159.193.117:4233,100.00%,1000 ms
162.159.192.188:4233,100.00%,1000 ms
162.159.193.118:7156,100.00%,1000 ms
162.159.193.117:4198,100.00%,1000 ms
